sintomas,doenca
"emese, epistaxe, cansaço extremo, febre, petéquias",DENGUE
"sangramento nas gengivas, dor de cabeça intensa, febre, dor atrás dos olhos, manchas vermelhas na pele",DENGUE
"vômito, cefaleia intensa, rash, sangramento nasal, gengivorragia",DENGUE
"artralgia e mialgia, fadiga extrema, febre",DENGUE
"cansaço extremo, rash, febre alta, vômito, dor ocular",DENGUE
"dor nos olhos, rash, artralgia e mialgia, dor no corpo",DENGUE
"dor atrás dos olhos, dor de cabeça intensa, artralgia e mialgia",DENGUE
"dor atrás dos olhos, dor na barriga, fadiga extrema, sangramento nasal, emese",DENGUE
"dor ocular, náusea, manchas no corpo",DENGUE
"náusea, fadiga extrema, dor de cabeça intensa, petéquias, febre",DENGUE
"epistaxe, manchas no corpo, dor ocular, cansaço extremo, cefaleia intensa",DENGUE
"dor no corpo, artralgia e mialgia, rash, dor abdominal, dor nos olhos",DENGUE
"emese, gengivorragia, dor nos olhos",DENGUE
"manchas vermelhas na pele, febre, sangramento nasal, enjoo, cefaleia intensa",DENGUE
"sangramento nas gengivas, epistaxe, manchas no corpo, erupção cutânea, artralgia e mialgia",DENGUE
"artralgia e mialgia, sangramento nasal, vômito, dor ocular",DENGUE
"dor abdominal, dor nas costas, febre, emese, dor nas articulações e músculos",DENGUE
"cansaço extremo, dor na barriga, dor no corpo, dor atrás dos olhos, dor nos olhos",DENGUE
"fadiga extrema, dor no corpo, febre alta, dor nos olhos",DENGUE
"náusea, manchas no corpo, dor na barriga, artralgia e mialgia",DENGUE
"sangramento nas gengivas, emese, cefaleia intensa, artralgia e mialgia, dor lombar",DENGUE
"rash, dor no corpo, sangramento nasal, vômito",DENGUE
"gengivorragia, sangramento nasal, febre, enjoo, artralgia e mialgia",DENGUE
"artralgia e mialgia, dor atrás dos olhos, dor na barriga, vômito",DENGUE
"enjoo, dor ocular, sangramento nasal, dor de cabeça intensa",DENGUE
"sangramento nasal, dor de cabeça intensa, enjoo",DENGUE
"vômito, dor lombar, epistaxe, manchas vermelhas na pele",DENGUE
"manchas vermelhas na pele, febre alta, dor atrás dos olhos",DENGUE
"epistaxe, emese, dor nas costas, dor nas articulações e músculos, dor ocular",DENGUE
"sangramento nas gengivas, sangramento nasal, artralgia e mialgia",DENGUE
"dor nas articulações e músculos, dor nas costas, emese, sangramento nas gengivas, dor ocular",DENGUE
"dor nos olhos, sangramento nas gengivas, dor no corpo",DENGUE
"dor ocular, vômito, dor abdominal",DENGUE
"rash, sangramento nasal, vômito, dor nas articulações e músculos",DENGUE
"dor abdominal, gengivorragia, cefaleia intensa",DENGUE
"rash, dor nas costas, dor atrás dos olhos, náusea, sangramento nas gengivas",DENGUE
"rash, dor de cabeça intensa, artralgia e mialgia, febre",DENGUE
"dor atrás dos olhos, emese, febre, cansaço extremo",DENGUE
"dor no corpo, febre, dor abdominal, sangramento nasal",DENGUE
"dor abdominal, dor nas costas, vômito, febre alta",DENGUE
"fadiga extrema, dor ocular, dor de cabeça intensa",DENGUE
"emese, dor ocular, fadiga extrema, dor de cabeça intensa",DENGUE
"febre, dor nas articulações e músculos, emese",DENGUE
"dor lombar, epistaxe, manchas no corpo, dor nos olhos",DENGUE
"sangramento nas gengivas, febre alta, manchas no corpo, sangramento nasal",DENGUE
"dor nos olhos, dor nas articulações e músculos, dor na barriga, manchas no corpo",DENGUE
"dor na barriga, artralgia e mialgia, sangramento nas gengivas, dor ocular, vômito",DENGUE
"náusea, emese, dor no corpo, dor de cabeça intensa",DENGUE
"dor abdominal, emese, erupção cutânea, sangramento nas gengivas, dor ocular",DENGUE
"rash, enjoo, dor lombar, epistaxe, dor ocular",DENGUE
"dor atrás dos olhos, náusea, artralgia e mialgia, cansaço extremo, sangramento nasal",DENGUE
"dor de cabeça intensa, emese, manchas no corpo, cansaço extremo",DENGUE
"emese, sangramento nasal, fadiga extrema, febre alta, erupção cutânea",DENGUE
"dor ocular, manchas no corpo, dor lombar",DENGUE
"vômito, artralgia e mialgia, dor de cabeça intensa, erupção cutânea, dor na barriga",DENGUE
"dor na barriga, emese, artralgia e mialgia, dor nos olhos",DENGUE
"epistaxe, gengivorragia, erupção cutânea, dor lombar, dor nos olhos",DENGUE
"febre, sangramento nasal, erupção cutânea, dor ocular, dor na barriga",DENGUE
"cefaleia intensa, dor nas articulações e músculos, sangramento nasal, rash, emese",DENGUE
"gengivorragia, náusea, dor lombar, petéquias",DENGUE
"dor ocular, dor nos olhos, manchas no corpo",DENGUE
"dor de cabeça intensa, dor atrás dos olhos, fadiga extrema, vômito, epistaxe",DENGUE
"dor atrás dos olhos, cansaço extremo, sangramento nas gengivas, epistaxe",DENGUE
"dor no corpo, manchas vermelhas na pele, rash, cefaleia intensa, dor atrás dos olhos",DENGUE
"cansaço extremo, rash, dor ocular",DENGUE
"emese, dor no corpo, sangramento nas gengivas, sangramento nasal, erupção cutânea",DENGUE
"dor de cabeça intensa, manchas vermelhas na pele, dor atrás dos olhos",DENGUE
"dor ocular, epistaxe, vômito, cefaleia intensa, gengivorragia",DENGUE
"vômito, sangramento nasal, sangramento nas gengivas",DENGUE
"dor lombar, manchas no corpo, dor abdominal, febre alta",DENGUE
"dor ocular, artralgia e mialgia, dor ocular",DENGUE
"sangramento nas gengivas, dor de cabeça intensa, dor ocular, epistaxe",DENGUE
"vômito, rash, petéquias, enjoo",DENGUE
"fadiga extrema, cefaleia intensa, dor nos olhos",DENGUE
"cefaleia intensa, dor nas costas, rash",DENGUE
"manchas no corpo, dor na barriga, vômito, dor ocular",DENGUE
"febre, dor no corpo, náusea",DENGUE
"náusea, petéquias, dor de cabeça intensa, artralgia e mialgia, emese",DENGUE
"artralgia e mialgia, vômito, febre alta, cansaço extremo",DENGUE
"dor atrás dos olhos, dor abdominal, febre, fadiga extrema, dor de cabeça intensa",DENGUE
"dor nas costas, febre, dor abdominal",DENGUE
"epistaxe, dor nas costas, petéquias, cansaço extremo, rash",DENGUE
"febre alta, manchas no corpo, dor abdominal",DENGUE
"gengivorragia, artralgia e mialgia, cefaleia intensa, dor abdominal, fadiga extrema",DENGUE
"sangramento nas gengivas, emese, febre, sangramento nasal",DENGUE
"cansaço extremo, sangramento nasal, febre",DENGUE
"dor nas articulações e músculos, enjoo, fadiga extrema",DENGUE
"dor na barriga, sangramento nasal, manchas no corpo, fadiga extrema",DENGUE
"dor ocular, epistaxe, vômito",DENGUE
"náusea, erupção cutânea, petéquias, febre alta",DENGUE
"rash, fadiga extrema, gengivorragia",DENGUE
"rash, cefaleia intensa, epistaxe",DENGUE
"sangramento nasal, dor nos olhos, febre alta",DENGUE
"petéquias, fadiga extrema, sangramento nas gengivas",DENGUE
"artralgia e mialgia, dor ocular, dor lombar",DENGUE
"gengivorragia, artralgia e mialgia, dor ocular, dor abdominal",DENGUE
"dor abdominal, dor atrás dos olhos, dor de cabeça intensa",DENGUE
"febre, dor abdominal, dor nos olhos",DENGUE
"febre alta, emese, dor na barriga",DENGUE
"epistaxe, febre alta, dor ocular, cefaleia intensa",DENGUE
"dor nas costas, manchas no corpo, cefaleia intensa",DENGUE
"epistaxe, dor atrás dos olhos, manchas vermelhas na pele",DENGUE
"emese, erupção cutânea, dor ocular, cefaleia intensa, artralgia e mialgia",DENGUE
"rash, cefaleia intensa, fadiga extrema, náusea",DENGUE
"febre, dor na barriga, náusea, erupção cutânea",DENGUE
"dor no corpo, dor ocular, sangramento nasal, petéquias",DENGUE
"dor nas articulações e músculos, emese, febre, sangramento nasal",DENGUE
"vômito, rash, dor ocular, petéquias",DENGUE
"dor ocular, manchas no corpo, dor nas articulações e músculos, febre alta",DENGUE
"dor no corpo, dor na barriga, febre, gengivorragia",DENGUE
"dor atrás dos olhos, dor ocular, enjoo, epistaxe",DENGUE
"fadiga extrema, dor abdominal, febre, dor nos olhos",DENGUE
"dor nas articulações e músculos, dor abdominal, dor de cabeça intensa",DENGUE
"dor nas costas, dor ocular, emese, fadiga extrema, dor abdominal",DENGUE
"dor nas articulações e músculos, vômito, erupção cutânea",DENGUE
"sangramento nasal, erupção cutânea, cansaço extremo",DENGUE
"dor ocular, dor nas articulações e músculos, manchas vermelhas na pele",DENGUE
"dor na barriga, manchas no corpo, erupção cutânea",DENGUE
"náusea, febre alta, dor no corpo, rash, artralgia e mialgia",DENGUE
"febre, rash, náusea, dor no corpo",DENGUE
"dor ocular, gengivorragia, dor no corpo, dor nos olhos",DENGUE
"dor atrás dos olhos, febre alta, sangramento nasal, dor nos olhos, artralgia e mialgia",DENGUE
"dor na barriga, petéquias, febre alta, artralgia e mialgia, dor nos olhos",DENGUE
"cefaleia intensa, dor ocular, epistaxe, náusea, dor na barriga",DENGUE
"vômito, epistaxe, cansaço extremo, manchas vermelhas na pele",DENGUE
"manchas vermelhas na pele, dor lombar, sangramento nas gengivas",DENGUE
"dor ocular, sangramento nasal, fadiga extrema, febre",DENGUE
"febre, cansaço extremo, dor no corpo, sangramento nasal",DENGUE
"rash, manchas no corpo, dor abdominal",DENGUE
"dor de cabeça intensa, rash, gengivorragia, fadiga extrema, vômito",DENGUE
"febre, cefaleia intensa, sangramento nasal",DENGUE
"dor ocular, sangramento nas gengivas, dor nas articulações e músculos",DENGUE
"cefaleia intensa, sangramento nas gengivas, dor ocular, náusea, dor ocular",DENGUE
"dor nas costas, cefaleia intensa, fadiga extrema, dor nas articulações e músculos",DENGUE
"emese, artralgia e mialgia, dor de cabeça intensa, dor na barriga, dor no corpo",DENGUE
"dor na barriga, gengivorragia, manchas no corpo, epistaxe",DENGUE
"erupção cutânea, dor nos olhos, enjoo, dor na barriga",DENGUE
"vômito, enjoo, gengivorragia, dor na barriga",DENGUE
"dor nos olhos, sangramento nasal, sangramento nas gengivas, rash, enjoo",DENGUE
"dor ocular, febre, artralgia e mialgia, fadiga extrema, dor nos olhos",DENGUE
"cefaleia intensa, manchas vermelhas na pele, febre, sangramento nasal",DENGUE
"manchas no corpo, erupção cutânea, dor nos olhos, febre alta, cansaço extremo",DENGUE
"petéquias, erupção cutânea, dor atrás dos olhos, enjoo, cefaleia intensa",DENGUE
"enjoo, artralgia e mialgia, dor nas costas, dor de cabeça intensa",DENGUE
"petéquias, febre, dor abdominal",DENGUE
"dor nas costas, manchas no corpo, febre",DENGUE
"cansaço extremo, artralgia e mialgia, gengivorragia, vômito, enjoo",DENGUE
"dor no corpo, epistaxe, dor nos olhos, cefaleia intensa",DENGUE
"gengivorragia, manchas no corpo, dor atrás dos olhos",DENGUE
"sangramento nasal, febre alta, vômito",DENGUE
"cansaço extremo, sangramento nasal, enjoo, dor nas articulações e músculos, dor atrás dos olhos",DENGUE
"dor lombar, febre, sangramento nasal, artralgia e mialgia",DENGUE
"náusea, erupção cutânea, epistaxe, dor nos olhos, febre",DENGUE
"dor de cabeça intensa, epistaxe, sangramento nas gengivas, erupção cutânea, vômito",DENGUE
"dor na barriga, dor atrás dos olhos, artralgia e mialgia, rash",DENGUE
"vômito, febre alta, dor no corpo, dor atrás dos olhos, cansaço extremo",DENGUE
"dor no corpo, náusea, fadiga extrema, emese",DENGUE
"dor nos olhos, enjoo, artralgia e mialgia, epistaxe, dor de cabeça intensa",DENGUE
"enjoo, dor abdominal, rash, dor nas articulações e músculos",DENGUE
"sangramento nasal, erupção cutânea, cefaleia intensa, dor ocular, fadiga extrema",DENGUE
"febre alta, manchas no corpo, dor nos olhos, rash",DENGUE
"febre alta, náusea, epistaxe, erupção cutânea",DENGUE
"dor no corpo, emese, dor atrás dos olhos, dor nas articulações e músculos, dor de cabeça intensa",DENGUE
"dor no corpo, petéquias, sangramento nasal, dor ocular",DENGUE
"rash, emese, gengivorragia",DENGUE
"dor lombar, emese, erupção cutânea, cefaleia intensa, manchas no corpo",DENGUE
"dor ocular, cansaço extremo, artralgia e mialgia",DENGUE
"febre, dor nos olhos, dor no corpo, sangramento nas gengivas, cansaço extremo",DENGUE
"emese, dor ocular, epistaxe",DENGUE
"dor de cabeça intensa, dor abdominal, manchas vermelhas na pele",DENGUE
"artralgia e mialgia, petéquias, rash",DENGUE
"artralgia e mialgia, dor nos olhos, emese",DENGUE
"erupção cutânea, dor atrás dos olhos, cefaleia intensa",DENGUE
"epistaxe, vômito, erupção cutânea, gengivorragia",DENGUE
"cefaleia intensa, rash, dor nos olhos",DENGUE
"emese, dor ocular, manchas no corpo, dor nos olhos, dor de cabeça intensa",DENGUE
"dor nas costas, náusea, fadiga extrema, vômito, cefaleia intensa",DENGUE
"gengivorragia, epistaxe, dor lombar",DENGUE
"epistaxe, emese, dor lombar, petéquias",DENGUE
"dor abdominal, epistaxe, erupção cutânea, febre",DENGUE
"febre alta, dor ocular, emese, dor na barriga, cansaço extremo",DENGUE
"manchas no corpo, fadiga extrema, dor abdominal, erupção cutânea, emese",DENGUE
"vômito, dor no corpo, petéquias, dor de cabeça intensa, febre",DENGUE
"cansaço extremo, sangramento nas gengivas, petéquias",DENGUE
"febre, náusea, erupção cutânea, vômito, dor abdominal",DENGUE
"náusea, cansaço extremo, dor na barriga, sangramento nas gengivas, dor nas articulações e músculos",DENGUE
"febre alta, dor abdominal, dor nos olhos",DENGUE
"febre alta, manchas no corpo, dor nos olhos, emese, dor lombar",DENGUE
"artralgia e mialgia, manchas vermelhas na pele, sangramento nas gengivas, vômito",DENGUE
"artralgia e mialgia, náusea, sangramento nas gengivas, fadiga extrema, dor lombar",DENGUE
"dor no corpo, dor de cabeça intensa, febre alta",DENGUE
"emese, rash, dor nas costas",DENGUE
"rash, sangramento nasal, fadiga extrema",DENGUE
"sangramento nas gengivas, dor atrás dos olhos, vômito, febre alta",DENGUE
"febre alta, cefaleia intensa, epistaxe",DENGUE
"artralgia e mialgia, dor ocular, epistaxe, vômito",DENGUE
"febre alta, dor atrás dos olhos, cefaleia intensa, erupção cutânea, vômito",DENGUE
"petéquias, epistaxe, dor no corpo, dor atrás dos olhos",DENGUE
"gengivorragia, febre, fadiga extrema, rash",DENGUE
"dor nas costas, febre, cefaleia intensa, vômito, rash",DENGUE
"petéquias, dor abdominal, erupção cutânea, dor atrás dos olhos, enjoo",DENGUE
"cefaleia intensa, dor ocular, dor nas costas",DENGUE
"dor nos olhos, dor abdominal, dor de cabeça intensa",DENGUE
"cefaleia intensa, epistaxe, náusea",DENGUE
"dor nas articulações e músculos, vômito, dor ocular, cefaleia intensa",DENGUE
"cansaço extremo, dor ocular, gengivorragia",DENGUE
"dor atrás dos olhos, dor nas articulações e músculos, dor nas costas, enjoo",DENGUE
"dor ocular, dor na barriga, gengivorragia",DENGUE
"rash, dor nas articulações e músculos, náusea, sangramento nasal",DENGUE
"erupção cutânea, fadiga extrema, febre alta, vômito, dor de cabeça intensa",DENGUE
"vômito, náusea, erupção cutânea, dor nas costas",DENGUE
"sangramento nasal, fadiga extrema, dor de cabeça intensa",DENGUE
"dor no corpo, emese, dor de cabeça intensa, petéquias, enjoo",DENGUE
"dor ocular, dor no corpo, rash",DENGUE
"erupção cutânea, dor nas costas, dor ocular, náusea",DENGUE
"náusea, dor nas costas, cefaleia intensa, vômito",DENGUE
"dor nas costas, fadiga extrema, sangramento nas gengivas, petéquias",DENGUE
"epistaxe, febre alta, enjoo, gengivorragia",DENGUE
"gengivorragia, náusea, febre, cansaço extremo",DENGUE
"epistaxe, cansaço extremo, sangramento nas gengivas, vômito",DENGUE
"rash, epistaxe, sangramento nas gengivas",DENGUE
"dor abdominal, sangramento nasal, dor ocular, náusea, artralgia e mialgia",DENGUE
"dor nas articulações e músculos, dor na barriga, enjoo",DENGUE
"dor nas articulações e músculos, manchas no corpo, dor lombar, dor na barriga",DENGUE
"cansaço extremo, gengivorragia, emese, dor abdominal",DENGUE
"rash, gengivorragia, vômito, petéquias, febre",DENGUE
"cefaleia intensa, dor atrás dos olhos, manchas no corpo, erupção cutânea, dor nos olhos",DENGUE
"vômito, cansaço extremo, dor ocular, rash, gengivorragia",DENGUE
"fadiga extrema, dor ocular, artralgia e mialgia, dor no corpo",DENGUE
"dor abdominal, dor lombar, sangramento nasal, dor ocular, petéquias",DENGUE
"dor atrás dos olhos, cansaço extremo, náusea",DENGUE
"sangramento nasal, gengivorragia, enjoo, erupção cutânea",DENGUE
"manchas vermelhas na pele, febre alta, dor de cabeça intensa, epistaxe, dor no corpo",DENGUE
"fadiga extrema, artralgia e mialgia, enjoo",DENGUE
"sangramento nasal, dor ocular, sangramento nas gengivas, emese, febre alta",DENGUE
"sangramento nasal, dor lombar, dor nos olhos",DENGUE
"febre alta, artralgia e mialgia, fadiga extrema, rash",DENGUE
"petéquias, erupção cutânea, emese, dor ocular, sangramento nas gengivas",DENGUE
"dor nos olhos, epistaxe, petéquias",DENGUE
"dor de cabeça intensa, sangramento nas gengivas, dor na barriga, vômito",DENGUE
"dor nos olhos, dor abdominal, febre, dor no corpo, náusea",DENGUE
"dor ocular, cefaleia intensa, náusea",DENGUE
"manchas vermelhas na pele, rash, febre alta",DENGUE
